col0|col1|col2|col3
2mass j02574903+2036076|20.6021212491623|0.032386|2019-09-01
2mass j04221568+2657060|26.9516427729091|0.032386|2019-09-01
v* v585 mon|9.4359844962471|0.032386|2019-09-01
2mass j05364836-0514166|-5.2379515326427|0.032386|2019-09-01
cvso 1435|3.995222|0.032386|2019-09-01
2mass j06410548+0956534|9.9481719101844|0.032386|2019-09-01
haro 5-64|-1.183361|0.032386|2019-09-01
cvso 71|-1.276972|0.032386|2019-09-01
tap 54|24.2833|0.032386|2019-09-01
2mass j05331891-0557507|-5.964092|0.032386|2019-09-01
cvso 1226|2.809056|0.032386|2019-09-01
[shb2004] trumpler 37 81-541|57.806200035903|0.032386|2019-09-01
v* v2730 ori|-2.2048542751143|0.032386|2019-09-01
cvso 1873|-0.899944|0.032386|2019-09-01
cvso 640|1.057028|0.032386|2019-09-01
cl* ic 348 lrl 11|32.0671991937528|0.032386|2019-09-01
hd 284065|28.121373376|0.032386|2019-09-01
haro 1-5|-25.3488539|0.032386|2019-09-01
cvso 148|-2.0248815750413|0.032386|2019-09-01
v* v625 ori|9.1019666430919|0.032386|2019-09-01
cvso 229|1.3856408319278|0.032386|2019-09-01
[wgl92] iras 10|-36.62028|0.032386|2019-09-01
2mass j05230382-0440438|-4.6788327761856|0.032386|2019-09-01
cvso 1401|1.640111|0.032386|2019-09-01
ngc 2264 454|9.5079528519639|0.032386|2019-09-01
2mass j15080509-3337556|-33.6317833|0.032386|2019-09-01
2mass j15370600-3409279|-34.1577761831388|0.032386|2019-09-01
v* v1095 tau|28.3196307872381|0.032386|2019-09-01
cvso 839|-0.216|0.032386|2019-09-01
ngc 2264 130|9.513996687525|0.032386|2019-09-01
cvso 544|0.511556|0.032386|2019-09-01
v* v1855 ori|-7.1387197909737|0.032386|2019-09-01
2massi j1802403-230913|-23.1538355928411|0.032386|2019-09-01
tap 18|21.8|0.032386|2019-09-01
2mass j15545286-3827566|-38.4657255098163|0.032386|2019-09-01
2mass j05334319-0447143|-4.787284413007|0.032386|2019-09-01
v* v568 ori|-5.56977286222|0.032386|2019-09-01
hd 285957|15.7704371763158|0.032386|2019-09-01
cvso 578|1.578806|0.032386|2019-09-01
cl* ic 348 lrl 95|32.2032092586794|0.032386|2019-09-01
cvso 853|-0.259361|0.032386|2019-09-01
2mass j16244839-2359160|-23.9877988309363|0.032386|2019-09-01
hd 143677|-43.93033286111|0.032386|2019-09-01
iras 10568-6336|-63.87689|0.032386|2019-09-01
2mass j05360565-0552130|-5.8703181642545|0.032386|2019-09-01
2mass j06420664+0941317|9.6921430495609|0.032386|2019-09-01
hbc 531|9.5779201550363|0.032386|2019-09-01
v* av ori|-6.7094314312413|0.032386|2019-09-01
cvso 258|-1.6855665679336|0.032386|2019-09-01
cvso 134|-1.7823469807949|0.032386|2019-09-01
lt lupi|-33.5332564168265|0.032386|2019-09-01
hd 142506|-25.2066995929742|0.032386|2019-09-01
cvso 1828|-0.684667|0.032386|2019-09-01
hd 284496|21.8403465856526|0.032386|2019-09-01
v* v1249 cen|-39.8118348731108|0.032386|2019-09-01
cvso 172|-1.7448086251588|0.032386|2019-09-01
2mass j05351222-0427116|-4.453284253876|0.032386|2019-09-01
2mass j05333437-0604199|-6.0722337776664|0.032386|2019-09-01
v* v1097 sco|-40.0758216642819|0.032386|2019-09-01
2mass j05344561-0430006|-4.5002090539356|0.032386|2019-09-01
wray 15-1400|-41.9528611923688|0.032386|2019-09-01
2mass j06405863+0945546|9.7651694696072|0.032386|2019-09-01
2mass j05353801-0452295|-4.8748906508024|0.032386|2019-09-01
v* de tau|27.91838444901|0.032386|2019-09-01
v* mp mon|9.4189989079897|0.032386|2019-09-01
cvso 73|-1.2632093971851|0.032386|2019-09-01
cvso 69|-0.8811298193235|0.032386|2019-09-01
2mass j05350479-0600209|-6.0058024678687|0.032386|2019-09-01
2mass j02303911+7259572|72.9992278|0.032386|2019-09-01
parenago 1210|-6.7649876349773|0.032386|2019-09-01
cvso 100|-1.5445708544703|0.032386|2019-09-01
[wmr2005] 4-18|-24.0209878997661|0.032386|2019-09-01
2mass j06322079+0452581|4.8828437037761|0.032386|2019-09-01
2mass j20322051+4017555|40.2987391122964|0.032386|2019-09-01
2massw j1802312-225911|-22.98639|0.032386|2019-09-01
2mass j05453826-0008109|-0.1364014593039|0.032386|2019-09-01
pds 48|-77.9|0.032386|2019-09-01
2mass j05361925-0531083|-5.5190050605172|0.032386|2019-09-01
2mass j05335554-0629285|-6.491269|0.032386|2019-09-01
cl* ic 348 lrl 120|32.1992375334101|0.032386|2019-09-01
2mass j15504672-3829267|-38.4907810595653|0.032386|2019-09-01
[lh98] 168|24.454176|0.032386|2019-09-01
cvso 424|-0.637722|0.032386|2019-09-01
elia 2-20|-24.4721383499493|0.032386|2019-09-01
cvso 644|0.709889|0.032386|2019-09-01
2mass j21410212+5728220|57.4727737709027|0.032386|2019-09-01
em* lkha 275|68.4233389|0.032386|2019-09-01
2mass j05071094-0323533|-3.3981745207875|0.032386|2019-09-01
ngc 2264 76|9.811111|0.032386|2019-09-01
ht lupi|-34.29184566751|0.032386|2019-09-01
v* v1180 cas|72.72411323719|0.032386|2019-09-01
2mass j05361541-0420501|-4.347267|0.032386|2019-09-01
v* dr tau|16.97855940905|0.032386|2019-09-01
2mass j21394408+5742159|57.7044237281204|0.032386|2019-09-01
cvso 135|-1.3789135312891|0.032386|2019-09-01
2mass j03273245+2554003|25.9000791534846|0.032386|2019-09-01
em* sr 10|-24.4383414685174|0.032386|2019-09-01
2mass j21383481+5732500|57.5472152309386|0.032386|2019-09-01
cvso 1774|-1.84825|0.032386|2019-09-01
1rxs j155915.3-260636|-26.1101389|0.032386|2019-09-01
cvso 1920|-2.776389|0.032386|2019-09-01
2mass j05070531-0300061|-3.001737198042|0.032386|2019-09-01
csimon-000555|9.5458778922641|0.032386|2019-09-01
cvso 136|-0.4617878788415|0.032386|2019-09-01
cl* ic 348 lrl 322|32.0402336127905|0.032386|2019-09-01
v* v781 mon|9.58216800809|0.032386|2019-09-01
iphas j183807.38+001113.6|0.1870742993701|0.032386|2019-09-01
v* v1233 ori|-6.2424178222817|0.032386|2019-09-01
2mass j21393104+5747140|57.7872389925018|0.032386|2019-09-01
ngc 2264 81|9.8311877392923|0.032386|2019-09-01
[nsw2012] 29|57.5006847850763|0.032386|2019-09-01
1rxs j053544.0+002131|0.35875|0.032386|2019-09-01
cvso 975|2.145278|0.032386|2019-09-01
cvso 242|-1.4595902122872|0.032386|2019-09-01
em* sr 13|-24.47191821642|0.032386|2019-09-01
2mass j05371887-0609411|-6.161394060104|0.032386|2019-09-01
cvso 214|1.8061915589975|0.032386|2019-09-01
2mass j05344922-0504380|-5.0772372559069|0.032386|2019-09-01
2mass j05461829+0006578|0.1160521700571|0.032386|2019-09-01
cvso 1144|2.892639|0.032386|2019-09-01
[rpg2014] 48052|10.0007735286678|0.032386|2019-09-01
csimon-000361|9.4845971780969|0.032386|2019-09-01
kiso a-0904 73|-0.8222379356188|0.032386|2019-09-01
cs chamaeleontis|-77.55990753661|0.032386|2019-09-01
cvso 1864|-1.481194|0.032386|2019-09-01
rx j1539.7-3450|-34.8507694|0.032386|2019-09-01
cvso 32|-1.4103184424033|0.032386|2019-09-01
2mass j05065493-0321126|-3.353537911457|0.032386|2019-09-01
2mass j21410550+5741032|57.6842366011138|0.032386|2019-09-01
rx j1448.2-4103|-41.0497482299871|0.032386|2019-09-01
eso-ha 382|9.5601051027124|0.032386|2019-09-01
cvso 907|1.061028|0.032386|2019-09-01
[wmr2005] 3-21|-25.0591282570621|0.032386|2019-09-01
cvso 38|1.6199037755336|0.032386|2019-09-01
2mass j05111053+2813504|28.2305869610808|0.032386|2019-09-01
cvso 150|-1.8782393161479|0.032386|2019-09-01
2mass j05452137-0000459|-0.0127187701578|0.032386|2019-09-01
2mass j04320329+2528078|25.4688287630245|0.032386|2019-09-01
2mass j23460578+6323130|63.3869765268029|0.032386|2019-09-01
bklt j162714-245132|-24.859294898479|0.032386|2019-09-01
2mass j05325791-0602429|-6.0452798075568|0.032386|2019-09-01
2mass j05363541-0617364|-6.2934555850557|0.032386|2019-09-01
hd 282598|31.8387286713616|0.032386|2019-09-01
cl* ic 348 lrl 254|32.1250782852205|0.032386|2019-09-01
ik lupi|-34.7714469610822|0.032386|2019-09-01
cvso 166|-0.6325236565227|0.032386|2019-09-01
2mass j09424962-7726407|-77.4446740543139|0.032386|2019-09-01
[k2001c] 17|-78.0720164705185|0.032386|2019-09-01
2mass j05363336-0545355|-5.7598738819732|0.032386|2019-09-01
rx j0540.8-0806|-8.11|0.032386|2019-09-01
v* ip mon|9.54568565051|0.032386|2019-09-01
2mass j06410659+0935451|9.5958751850922|0.032386|2019-09-01
2mass j02285180+7239143|72.6539893840187|0.032386|2019-09-01
cvso 1886|-0.287972|0.032386|2019-09-01
2mass j05471716+0018246|0.306819728153|0.032386|2019-09-01
2mass j07034972-1132169|-11.538055|0.032386|2019-09-01
2mass j05335510-0556138|-5.937143600264|0.032386|2019-09-01
em* lkha 42|9.6036584459132|0.032386|2019-09-01
cvso 205|1.303845409431|0.032386|2019-09-01
2mass j05351365-0411074|-4.185391|0.032386|2019-09-01
cvso 68|-0.9935489594251|0.032386|2019-09-01
[nwc2000] rx j1857.5-3732 w|-0.9935489594251|0.032386|2019-09-01
[lh98] 196s|17.053417|0.032386|2019-09-01
2mass j05343967-0618062|-6.3017252528768|0.032386|2019-09-01
cvso 1480|-1.521194|0.032386|2019-09-01
cvso 66|-1.5338801908891|0.032386|2019-09-01
2mass j06410599+0935513|9.597583|0.032386|2019-09-01
em* lkha 300|0.0581988281393|0.032386|2019-09-01
cvso 849|1.2805063105975|0.032386|2019-09-01
2mass j21385029+5722283|57.374528|0.032386|2019-09-01
2mass j16303563-2434188|-24.5718572977926|0.032386|2019-09-01
cl* ic 348 lrl 217|32.1708754350085|0.032386|2019-09-01
2mass j04360131+1726120|17.4366919587459|0.032386|2019-09-01
2mass j05041593-0214505|-2.2473987433818|0.032386|2019-09-01
cvso 112|-2.0067885915882|0.032386|2019-09-01
2mass j06401447+0913372|9.2270254059152|0.032386|2019-09-01
cvso 244|-2.0105656792479|0.032386|2019-09-01
[shb2004] trumpler 37 23-969|57.6374784452259|0.032386|2019-09-01
2mass j05321263-0612345|-6.2096102118894|0.032386|2019-09-01
[kkl2000b] rx j1529.4-2850b|-28.8477389|0.032386|2019-09-01
[nf99] 20|62.79833|0.032386|2019-09-01
ly lupi|-40.93543773628|0.032386|2019-09-01
2mass j02303681+7259566|72.9990539311344|0.032386|2019-09-01
v* nx mon|9.56607115794|0.032386|2019-09-01
2mass j06392595+1005075|10.0854168685666|0.032386|2019-09-01
v* v1076 tau|18.0489752092632|0.032386|2019-09-01
2mass j15125018-4508044|-45.1345728260433|0.032386|2019-09-01
csimon-006985|10.1190900605814|0.032386|2019-09-01
cvso 224|1.7250813943691|0.032386|2019-09-01
ntts 043020+1810sw|1.7250813943691|0.032386|2019-09-01
cd-25 11111b|-26.0139217|0.032386|2019-09-01
[hjs91] 4872a|26.29734147531861|0.032386|2019-09-01
cvso 516|1.747806|0.032386|2019-09-01
v* di tau|26.54698019241|0.032386|2019-09-01
cvso 512|1.133222|0.032386|2019-09-01
2mass j05375980-0642055|-6.7015432690936|0.032386|2019-09-01
v* v999 tau|25.38230171569|0.032386|2019-09-01
2mass j11401658-8321003|-83.3500968388198|0.032386|2019-09-01
eso-ha 399|9.5406036057237|0.032386|2019-09-01
v* v1886 ori|-7.9801665547487|0.032386|2019-09-01
haro 5-60|-2.022556|0.032386|2019-09-01
sph 22|-23.53917|0.032386|2019-09-01
2mass j16122204-4012522|-40.214489691743|0.032386|2019-09-01
tap 15|26.1833|0.032386|2019-09-01
cvso 209|1.5823126434916|0.032386|2019-09-01
cvso 892|-1.877611|0.032386|2019-09-01
[w96] rj053847-0237|-2.62201|0.032386|2019-09-01
em* sr 12|-24.69455967458472|0.032386|2019-09-01
haro 4-370|-6.1081836865888|0.032386|2019-09-01
2mass j07353433-2725242|-27.4234095793958|0.032386|2019-09-01
cvso 4|-0.0265664948817|0.032386|2019-09-01
2mass j21372894+5736042|57.601224286929|0.032386|2019-09-01
[wmr2005] 3-7|-24.9088301504151|0.032386|2019-09-01
[mmg98] rx j1612.0-1906a|-19.115|0.032386|2019-09-01
csimon-000207|9.8183922906743|0.032386|2019-09-01
2mass j18021082-2255323|-22.9256334961626|0.032386|2019-09-01
2mass j05330359-0458558|-4.9821883973196|0.032386|2019-09-01
scopms 42b|-19.0684971813653|0.032386|2019-09-01
cvso 881|-1.962389|0.032386|2019-09-01
chxr 8|-77.2438888330499|0.032386|2019-09-01
cvso 1877|-1.878306|0.032386|2019-09-01
2mass j06410776+0941149|9.6874896311202|0.032386|2019-09-01
v* pr ori|-6.2923763036985|0.032386|2019-09-01
2mass j06310363+1001133|10.0204198285379|0.032386|2019-09-01
v* v417 ori|-5.50586562029|0.032386|2019-09-01
haro 6-13|24.4832169072297|0.032386|2019-09-01
2mass j05363048-0630068|-6.5018991280457|0.032386|2019-09-01
cvso 1803|-0.1525|0.032386|2019-09-01
2mass j21402274+5746240|57.773361|0.032386|2019-09-01
[wmr2005] 2-21|-24.105031|0.032386|2019-09-01
csimon-001192|9.3606455049483|0.032386|2019-09-01
haro 5-30|-2.3797946061077|0.032386|2019-09-01
v* v342 mon|9.7237929812393|0.032386|2019-09-01
hd 294300|-2.7047750067964|0.032386|2019-09-01
2mass j16083266-3934097|-39.569361|0.032386|2019-09-01
ass cha t 1-16|-77.64582718954|0.032386|2019-09-01
2mass j05360141-0644146|-6.7373972|0.032386|2019-09-01
v* v805 mon|9.76161683811|0.032386|2019-09-01
v* nw mon|9.58415547005|0.032386|2019-09-01
2mass j21380772+5735532|57.5981431366176|0.032386|2019-09-01
2mass j05362368-0406157|-4.104386|0.032386|2019-09-01
2mass j04155799+2746175|27.771482088845|0.032386|2019-09-01
2mass j21384001+5739303|57.6584278|0.032386|2019-09-01
ntts 034850+2455sw|57.6584278|0.032386|2019-09-01
cl* ic 348 lrl 169|32.0799159584312|0.032386|2019-09-01
2mass j21393480+5723277|57.3910258703162|0.032386|2019-09-01
2mass j05060301-0715472|-7.2631348839586|0.032386|2019-09-01
2mass j21001159+5218172|52.3047985529666|0.032386|2019-09-01
em* lkha 302|-0.1479532162726|0.032386|2019-09-01
cvso 77|1.7282847745588|0.032386|2019-09-01
v* v1596 ori|-5.31963329223|0.032386|2019-09-01
eso-ha 1566|-6.312566|0.032386|2019-09-01
hd 142361|-23.7883853301812|0.032386|2019-09-01
[lh98] 76s|17.9|0.032386|2019-09-01
2mass j07041786-1134268|-11.5741198597795|0.032386|2019-09-01
cvso 1017|2.530806|0.032386|2019-09-01
rx j0520.9-0452|-4.87861|0.032386|2019-09-01
em* lkha 15|9.8675644981893|0.032386|2019-09-01
2mass j05342552-0406376|-4.110462|0.032386|2019-09-01
l 1551-51|17.9563041898063|0.032386|2019-09-01
2mass j21395237+5756186|57.9385222|0.032386|2019-09-01
2mass j10175369-7431172|-74.5214907367136|0.032386|2019-09-01
2mass j19000157-3637054|-36.61819758617917|0.032386|2019-09-01
2mass j05072592-0317122|-3.2867955171833|0.032386|2019-09-01
2mass j05353044-0605007|-6.0835772217234|0.032386|2019-09-01
cl* ic 348 lrl 138|32.2369924218326|0.032386|2019-09-01
cvso 125|-1.2626462462825|0.032386|2019-09-01
cvso 1755|-0.54875|0.032386|2019-09-01
cl* ic 348 lrl 145|32.173667206858|0.032386|2019-09-01
v* v367 ori|-5.28707924164|0.032386|2019-09-01
2mass j06402886+0933055|9.5515460385337|0.032386|2019-09-01
2mass j05345189-0617381|-6.2939130736572|0.032386|2019-09-01
2mass j05344959-0632594|-6.5498346281307|0.032386|2019-09-01
rw aurigae|30.40143817389|0.032386|2019-09-01
v* qx mon|9.6350003|0.032386|2019-09-01
cvso 525|-2.036694|0.032386|2019-09-01
2mass j06414806+0942433|9.7120331184341|0.032386|2019-09-01
cvso 1543|-1.877833|0.032386|2019-09-01
2mass j21391213+5736164|57.6045542730303|0.032386|2019-09-01
2mass j05351870-0603275|-6.0576705691736|0.032386|2019-09-01
2mass j05465653+0020529|0.3480360702414|0.032386|2019-09-01
name haro 6-37 a|17.04385558186861|0.032386|2019-09-01
2mass j18023489-2305050|-23.0847170011373|0.032386|2019-09-01
kha 85|9.8657592833091|0.032386|2019-09-01
cd-35 10498|-36.3131771971836|0.032386|2019-09-01
vssg 8|-24.360289|0.032386|2019-09-01
2mass j05333124-0618296|-6.308235|0.032386|2019-09-01
2mass j19020012-3702220|-37.0394810038692|0.032386|2019-09-01
cd-41 10274|-42.3712335577938|0.032386|2019-09-01
2mass j05341471-0553075|-5.885420109565|0.032386|2019-09-01
cl* trumpler 14 y 334|-59.7486072792845|0.032386|2019-09-01
2mass j05343325-0507267|-5.124063696181|0.032386|2019-09-01
2mass j05321478-0604112|-6.069783|0.032386|2019-09-01
v* lv mon|9.4788246286085|0.032386|2019-09-01
ngc 2264 57|9.6914593880923|0.032386|2019-09-01
eso-ha 1048|-6.585755|0.032386|2019-09-01
2mass j06410891+0941147|9.6874448426962|0.032386|2019-09-01
eso-ha 475|9.3456418360561|0.032386|2019-09-01
v* v1642 ori|0.69111|0.032386|2019-09-01
v* v581 mon|9.612036638594|0.032386|2019-09-01
2mass j05343919-0625242|-6.4234070857057|0.032386|2019-09-01
v* or mon|9.5025209|0.032386|2019-09-01
2mass j03453061+3201557|32.0321298556518|0.032386|2019-09-01
2mass j21380848+5725118|57.4199483317995|0.032386|2019-09-01
cvso 204|1.8039684198995|0.032386|2019-09-01
2mass j06395246+0957290|9.9580515506968|0.032386|2019-09-01
eso-ha 398|9.798855270005|0.032386|2019-09-01
cvso 39|1.6499039985457|0.032386|2019-09-01
2mass j05064605-0319223|-3.322867409094|0.032386|2019-09-01
2mass j05353041-0534385|-5.577393375857|0.032386|2019-09-01
2mass j05464384+0015323|0.2589678743933|0.032386|2019-09-01
cl* ic 348 lrl 142|32.1433939619782|0.032386|2019-09-01
bklt j162625-241430|-24.2410627763686|0.032386|2019-09-01
2mass j04554535+3019389|30.3274614641682|0.032386|2019-09-01
cvso 1464|1.435278|0.032386|2019-09-01
v* v812 mon|9.55373536929|0.032386|2019-09-01
cvso 34|1.7149052416495|0.032386|2019-09-01
hd 245567|13.5812500538372|0.032386|2019-09-01
2mass j21385807+5743343|57.7262278576497|0.032386|2019-09-01
2mass j19041725-3659030|-36.9843008338134|0.032386|2019-09-01
[wmr2005] 4-13|-23.9694725696007|0.032386|2019-09-01
2mass j06405024+0920023|9.3339726351861|0.032386|2019-09-01
detwc tr 16 j104528.3-594320|-59.7223837369896|0.032386|2019-09-01
v* v978 mon|9.58504088939|0.032386|2019-09-01
doar 51|-24.6726800183924|0.032386|2019-09-01
v* io mon|9.5159067|0.032386|2019-09-01
2mass j05365073-0537473|-5.62982464366|0.032386|2019-09-01
2mass j15343816-4002280|-40.0411343885298|0.032386|2019-09-01
dh tauri|26.54947959989|0.032386|2019-09-01
eso-ha 1486|-6.3853296133532|0.032386|2019-09-01
name hv tau ab|26.17740003976|0.032386|2019-09-01
bbrcg 16|-24.476965|0.032386|2019-09-01
2mass j05264819+0222025|2.3673757132441|0.032386|2019-09-01
2mass j05341115-0430536|-4.5149348121988|0.032386|2019-09-01
2mass j06065848-0555066|-5.9185279024518|0.032386|2019-09-01
2mass j05345386-0623526|-6.3979555162031|0.032386|2019-09-01
2mass j15435166-3306297|-33.1082722|0.032386|2019-09-01
cl* ic 348 lrl 335|32.1464911396392|0.032386|2019-09-01
v* py mon|9.1572816187383|0.032386|2019-09-01
2mass j05331934-0614255|-6.2404098006388|0.032386|2019-09-01
v* v1328 tau|27.2534640355054|0.032386|2019-09-01
2mass j03543597+2537081|25.6189130732776|0.032386|2019-09-01
bd-10 4662|-10.18711841|0.032386|2019-09-01
2mass j10142048-8138423|-81.6450756182246|0.032386|2019-09-01
v* v775 ori|-6.35201650448|0.032386|2019-09-01
ylw 1a|-24.3474313559803|0.032386|2019-09-01
cd-36 7429b|-37.4801443608109|0.032386|2019-09-01
cvso 113|-1.818299233517|0.032386|2019-09-01
em* lkha 68|9.56488250444|0.032386|2019-09-01
2mass j21362676+5732374|57.54375|0.032386|2019-09-01
2mass j05350734-0618552|-6.3153560671981|0.032386|2019-09-01
2mass j05343568-0535520|-5.5978281701827|0.032386|2019-09-01
1rxs j053902.6+100244|10.045889|0.032386|2019-09-01
rx j1243.1-7458|-74.9799944|0.032386|2019-09-01
2mass j21380979+5729428|57.495222|0.032386|2019-09-01
em* lkha 71|9.4941560746121|0.032386|2019-09-01
2mass j05332258-0532400|-5.544438650295|0.032386|2019-09-01
cvso 1384|-1.260444|0.032386|2019-09-01
v* v428 mon|9.43194740271|0.032386|2019-09-01
my lupi|-41.9252587762262|0.032386|2019-09-01
1rxs j034432.1+395937|39.9966273534085|0.032386|2019-09-01
cvso 246|-1.52664241846222|0.032386|2019-09-01
ngc 2264 51|9.5965731411977|0.032386|2019-09-01
em* lkha 33|9.7233971740951|0.032386|2019-09-01
tap 55|30.365|0.032386|2019-09-01
cl* ic 348 lrl 413|32.1862927432747|0.032386|2019-09-01
pds 70|-41.3979370253|0.032386|2019-09-01
2mass j05101478-0330074|-3.5020425990305|0.032386|2019-09-01
2mass j15003768-4308339|-43.1427611301842|0.032386|2019-09-01
2mass j06411335+1003301|10.0583699162495|0.032386|2019-09-01
2mass j03075919+3020261|30.3405876627111|0.032386|2019-09-01
cvso 120|-1.5371848625844|0.032386|2019-09-01
[hm2001] 2|52.53139|0.032386|2019-09-01
2mass j21391088+5735181|57.5883459115522|0.032386|2019-09-01
scopms 32|-20.0244977446647|0.032386|2019-09-01
2massi j1802284-230115|-23.020583|0.032386|2019-09-01
2mass j03035727+3739048|37.6513661616649|0.032386|2019-09-01
cl* ic 348 lrl 71|32.1488401881387|0.032386|2019-09-01
cvso 869|2.158|0.032386|2019-09-01
cl* ic 348 lrl 303|32.0816559398556|0.032386|2019-09-01
2mass j16315242-2530195|-25.5054395744059|0.032386|2019-09-01
2mass j21180719+5533359|55.559972|0.032386|2019-09-01
[bvd2011] 55|57.3891321104855|0.032386|2019-09-01
2mass j22562007+6252228|62.8730215739382|0.032386|2019-09-01
2mass j03502840+1631151|16.5208717503199|0.032386|2019-09-01
2mass j06063868-1544195|-15.7387746228103|0.032386|2019-09-01
2mass j20320066+4016219|40.2727520042647|0.032386|2019-09-01
ntts 045250+3017se|40.2727520042647|0.032386|2019-09-01
cvso 257|-1.5749399101588|0.032386|2019-09-01
em* lkha 299|0.225725|0.032386|2019-09-01
2mass j05343286-0624440|-6.4122274223262|0.032386|2019-09-01
cvso 1861|-0.477222|0.032386|2019-09-01
** bov 60|-24.3498835149623|0.032386|2019-09-01
2mass j02515610+6006555|60.1154479213455|0.032386|2019-09-01
2mass j05543349-0736223|-7.6062164242064|0.032386|2019-09-01
hd 286746|13.1708647465939|0.032386|2019-09-01
em* lkha 266|18.35964782276|0.032386|2019-09-01
v* v2340 ori|-4.74106186885167|0.032386|2019-09-01
kiso a-0976 326|-2.8608177216122|0.032386|2019-09-01
[lh98] 192s|22.5287037246297|0.032386|2019-09-01
1rxs j050547.7+355018|35.83833|0.032386|2019-09-01
cvso 24|1.8084366235933|0.032386|2019-09-01
2mass j06394264+0931514|9.5309547768594|0.032386|2019-09-01
g 6-43|25.7711660912553|0.032386|2019-09-01
2mass j05370530-0443061|-4.718374|0.032386|2019-09-01
2mass j05343178-0457374|-4.960405381797|0.032386|2019-09-01
gss 37|-24.341628|0.032386|2019-09-01
2mass j05363381-0424036|-4.4010506354225|0.032386|2019-09-01
hd 285372|17.40723632004|0.032386|2019-09-01
cvso 953|1.484194|0.032386|2019-09-01
2mass j05353610-0556533|-5.9481373705432|0.032386|2019-09-01
2mass j21375841+5718046|57.3012808347864|0.032386|2019-09-01
cvso 642|-1.551194|0.032386|2019-09-01
v* nt mon|9.5779400844776|0.032386|2019-09-01
hd 31281|18.4419719517272|0.032386|2019-09-01
v548 hydrae|-34.78049328075|0.032386|2019-09-01
bklt j162716-244710|-24.7864312708643|0.032386|2019-09-01
2mass j05350303-0459597|-4.9999668130586|0.032386|2019-09-01
bd-08 1115|-8.7004717083505|0.032386|2019-09-01
mr lupi|-35.6255394565449|0.032386|2019-09-01
[shb2004] trumpler 37 13-1877|57.657389|0.032386|2019-09-01
2mass j10093502-8105509|-81.0974715546406|0.032386|2019-09-01
cvso 1715|-0.506361|0.032386|2019-09-01
bklt j162637-241602|-24.2666312350598|0.032386|2019-09-01
[wmr2005] 2-3|-24.0143846593636|0.032386|2019-09-01
[rcc2001] tts 37|-23.025|0.032386|2019-09-01
iras 21352+5735|57.8065044857936|0.032386|2019-09-01
cvso 219|1.4730891471984|0.032386|2019-09-01
2mass j05325701-0548561|-5.8156433054894|0.032386|2019-09-01
v* v1599 ori|-5.09319024072|0.032386|2019-09-01
cd-77 353|-77.5996060766568|0.032386|2019-09-01
cvso 1035|0.724306|0.032386|2019-09-01
haro 1-11|-23.9590312320144|0.032386|2019-09-01
2mass j15430624-3920194|-39.3387451152562|0.032386|2019-09-01
2mass j05073482-0315207|-3.2557734873883|0.032386|2019-09-01
cvso 215|1.6963450195932|0.032386|2019-09-01
cvso 1682|-1.895472|0.032386|2019-09-01
2mass j06402096+0923542|9.3983987339806|0.032386|2019-09-01
2mass j05493662+0232520|2.5477962544778|0.032386|2019-09-01
tap 33|17.5733|0.032386|2019-09-01
ck 8|1.235446359914|0.032386|2019-09-01
2mass j05371889-0647039|-6.7843999011524|0.032386|2019-09-01
cvso 131|-1.4229394792271|0.032386|2019-09-01
2mass j05510880+0748577|7.8160351427702|0.032386|2019-09-01
cl* ic 348 lrl 76|32.3011481793359|0.032386|2019-09-01
cvso 97|-1.6634215381978|0.032386|2019-09-01
1axg j185804-3653|-36.89139|0.032386|2019-09-01
cl* ic 348 lrl 147|32.1777495825528|0.032386|2019-09-01
2mass j14503508-3459056|-34.9849241335363|0.032386|2019-09-01
cvso 1304|-1.310056|0.032386|2019-09-01
2mass j15272286-3604087|-36.0692816722|0.032386|2019-09-01
tha 15-5|-35.2429994025923|0.032386|2019-09-01
haro 4-343|-6.2065367179249|0.032386|2019-09-01
2mass j05364669-0607222|-6.1228525070128|0.032386|2019-09-01
v* v924 ori|-4.61859626381|0.032386|2019-09-01
2mass j05351569-0059286|-0.9912979100009|0.032386|2019-09-01
cd-33 7795|-34.6075566367|0.032386|2019-09-01
v* cv cha|-76.73952855761|0.032386|2019-09-01
[wmr2005] 3-12|-24.9594830895629|0.032386|2019-09-01
2mass j05333702-0433382|-4.560638|0.032386|2019-09-01
v* v603 mon|9.6889403188734|0.032386|2019-09-01
cvso 1082|1.737444|0.032386|2019-09-01
cvso 240|-1.7754901616889|0.032386|2019-09-01
iras 04125+2902|29.1666183946768|0.032386|2019-09-01
cvso 1602|-1.794639|0.032386|2019-09-01
2mass j04354526+2737130|27.6203108134601|0.032386|2019-09-01
v* df tau|25.70623703931|0.032386|2019-09-01
em* lkha 325|30.7515537666438|0.032386|2019-09-01
rx j0534.7-0423|-4.39306|0.032386|2019-09-01
twa 3b|-37.53131913179028|0.032386|2019-09-01
cvso 1202|2.374139|0.032386|2019-09-01
cl* ic 348 lrl 396|32.170988842083|0.032386|2019-09-01
cvso 167|-1.9160685031363|0.032386|2019-09-01
cvso 158|-0.1056871205202|0.032386|2019-09-01
bd-13 1177|-13.6856117425907|0.032386|2019-09-01
cd-33 10568|-33.4942912634563|0.032386|2019-09-01
2mass j05375521-0657357|-6.9599393068546|0.032386|2019-09-01
2mass j03433205+3206172|32.1048204828098|0.032386|2019-09-01
